"Notes"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	616828	304093966	202.8
	"2008"	"2008"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	3141	304093966	1.0
	"2008"	"2008"	"Hypertensive heart disease (I11)"	"GR113-056"	32391	304093966	10.7
	"2008"	"2008"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	2872	304093966	0.9
	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	405309	304093966	133.3
	"2008"	"2008"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	133958	304093966	44.1
	"2008"	"2008"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	4252	304093966	1.4
	"2008"	"2008"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	267099	304093966	87.8
	"2008"	"2008"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	58625	304093966	19.3
	"2008"	"2008"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	208474	304093966	68.6
	"2008"	"2008"	"Other heart diseases (I26-I51)"	"GR113-064"	173115	304093966	56.9
	"2008"	"2008"	"Acute and subacute endocarditis (I33)"	"GR113-065"	1180	304093966	0.4
	"2008"	"2008"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	827	304093966	0.3
	"2008"	"2008"	"Heart failure (I50)"	"GR113-067"	56830	304093966	18.7
	"2008"	"2008"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	114278	304093966	37.6
	"2008"	"2008"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	25742	304093966	8.5
	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	134148	304093966	44.1
	"2008"	"2008"	"#Atherosclerosis (I70)"	"GR113-071"	7836	304093966	2.6
	"2008"	"2008"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	19929	304093966	6.6
	"2008"	"2008"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	11079	304093966	3.6
	"2008"	"2008"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	8850	304093966	2.9
	"2008"	"2008"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	4042	304093966	1.3
	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	56284	304093966	18.5
	"2008"	"2008"	"Influenza (J09-J11)"	"GR113-077"	1722	304093966	0.6
	"2008"	"2008"	"Pneumonia (J12-J18)"	"GR113-078"	54562	304093966	17.9
	"2008"	"2008"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	284	304093966	0.1
	"2008"	"2008"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	235	304093966	0.1
	"2008"	"2008"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	49	304093966	0.0
	"2008"	"2008"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	141090	304093966	46.4
	"2008"	"2008"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	731	304093966	0.2
	"2008"	"2008"	"Emphysema (J43)"	"GR113-084"	12448	304093966	4.1
	"2008"	"2008"	"Asthma (J45-J46)"	"GR113-085"	3397	304093966	1.1
	"2008"	"2008"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	124514	304093966	40.9
	"2008"	"2008"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	908	304093966	0.3
	"2008"	"2008"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	16608	304093966	5.5
	"2008"	"2008"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	29925	304093966	9.8
	"2008"	"2008"	"#Peptic ulcer (K25-K28)"	"GR113-090"	3073	304093966	1.0
	"2008"	"2008"	"#Diseases of appendix (K35-K38)"	"GR113-091"	418	304093966	0.1
	"2008"	"2008"	"#Hernia (K40-K46)"	"GR113-092"	1674	304093966	0.6
	"2008"	"2008"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	29963	304093966	9.9
	"2008"	"2008"	"Alcoholic liver disease (K70)"	"GR113-094"	14864	304093966	4.9
	"2008"	"2008"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	15099	304093966	5.0
	"2008"	"2008"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	3417	304093966	1.1
	"2008"	"2008"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	48237	304093966	15.9
	"2008"	"2008"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	160	304093966	0.1
	"2008"	"2008"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	4109	304093966	1.4
	"2008"	"2008"	"Renal failure (N17-N19)"	"GR113-100"	43935	304093966	14.4
	"2008"	"2008"	"Other disorders of kidney (N25,N27)"	"GR113-101"	33	304093966	0.0
	"2008"	"2008"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	627	304093966	0.2
	"2008"	"2008"	"#Hyperplasia of prostate (N40)"	"GR113-103"	502	304093966	0.2
	"2008"	"2008"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	136	304093966	0.0
	"2008"	"2008"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	795	304093966	0.3
	"2008"	"2008"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	34	304093966	0.0
	"2008"	"2008"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	761	304093966	0.3
	"2008"	"2008"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	13933	304093966	4.6
	"2008"	"2008"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	10288	304093966	3.4
	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	38522	304093966	12.7
	"2008"	"2008"	"All other diseases (Residual) "	"GR113-111"	252490	304093966	83.0
	"2008"	"2008"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	121902	304093966	40.1
	"2008"	"2008"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	42709	304093966	14.0
	"2008"	"2008"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	39790	304093966	13.1
	"2008"	"2008"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	1140	304093966	0.4
	"2008"	"2008"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	1779	304093966	0.6
	"2008"	"2008"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	79193	304093966	26.0
	"2008"	"2008"	"Falls (W00-W19)"	"GR113-118"	24013	304093966	7.9
	"2008"	"2008"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	592	304093966	0.2
	"2008"	"2008"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	3548	304093966	1.2
	"2008"	"2008"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	2912	304093966	1.0
	"2008"	"2008"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	31116	304093966	10.2
	"2008"	"2008"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	17012	304093966	5.6
	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	36035	304093966	11.8
	"2008"	"2008"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	18223	304093966	6.0
	"2008"	"2008"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	17812	304093966	5.9
	"2008"	"2008"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	17826	304093966	5.9
	"2008"	"2008"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	12179	304093966	4.0
	"2008"	"2008"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	5647	304093966	1.9
	"2008"	"2008"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	381	304093966	0.1
	"2008"	"2008"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	5051	304093966	1.7
	"2008"	"2008"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	273	304093966	0.1
	"2008"	"2008"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	4778	304093966	1.6
	"2008"	"2008"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	31	304093966	0.0
	"2008"	"2008"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	2590	304093966	0.9
	"2008"	"2008"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	7476	304093966	2.5
	"2009"	"2009"	"#Salmonella infections (A01-A02)"	"GR113-001"	26	306771529	0.0
	"2009"	"2009"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	4	306771529	Unreliable
	"2009"	"2009"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	10251	306771529	3.3
	"2009"	"2009"	"#Tuberculosis (A16-A19)"	"GR113-004"	529	306771529	0.2
	"2009"	"2009"	"Respiratory tuberculosis (A16)"	"GR113-005"	405	306771529	0.1
	"2009"	"2009"	"Other tuberculosis (A17-A19)"	"GR113-006"	124	306771529	0.0
	"2009"	"2009"	"#Whooping cough (A37)"	"GR113-007"	15	306771529	Unreliable
	"2009"	"2009"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	5	306771529	Unreliable
	"2009"	"2009"	"#Meningococcal infection (A39)"	"GR113-009"	99	306771529	0.0
	"2009"	"2009"	"#Septicemia (A40-A41)"	"GR113-010"	35639	306771529	11.6
	"2009"	"2009"	"#Syphilis (A50-A53)"	"GR113-011"	34	306771529	0.0
	"2009"	"2009"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	2	306771529	Unreliable
	"2009"	"2009"	"#Measles (B05)"	"GR113-014"	2	306771529	Unreliable
	"2009"	"2009"	"#Viral hepatitis (B15-B19)"	"GR113-015"	7694	306771529	2.5
	"2009"	"2009"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	9406	306771529	3.1
	"2009"	"2009"	"#Malaria (B50-B54)"	"GR113-017"	3	306771529	Unreliable
	"2009"	"2009"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	5849	306771529	1.9
	"2009"	"2009"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	567628	306771529	185.0
	"2009"	"2009"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	7922	306771529	2.6
	"2009"	"2009"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	13908	306771529	4.5
	"2009"	"2009"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	11185	306771529	3.6
	"2009"	"2009"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	52394	306771529	17.1
	"2009"	"2009"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	19352	306771529	6.3
	"2009"	"2009"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	35628	306771529	11.6
	"2009"	"2009"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	3631	306771529	1.2
	"2009"	"2009"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	158158	306771529	51.6
	"2009"	"2009"	"Malignant melanoma of skin (C43)"	"GR113-028"	9199	306771529	3.0
	"2009"	"2009"	"Malignant neoplasm of breast (C50)"	"GR113-029"	41078	306771529	13.4
	"2009"	"2009"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	3909	306771529	1.3
	"2009"	"2009"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	7713	306771529	2.5
	"2009"	"2009"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	14436	306771529	4.7
	"2009"	"2009"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	28088	306771529	9.2
	"2009"	"2009"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	12995	306771529	4.2
	"2009"	"2009"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	14201	306771529	4.6
	"2009"	"2009"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	14176	306771529	4.6
	"2009"	"2009"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	55406	306771529	18.1
	"2009"	"2009"	"Hodgkin disease (C81)"	"GR113-038"	1250	306771529	0.4
	"2009"	"2009"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	20389	306771529	6.6
	"2009"	"2009"	"Leukemia (C91-C95)"	"GR113-040"	22606	306771529	7.4
	"2009"	"2009"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	11094	306771529	3.6
	"2009"	"2009"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	67	306771529	0.0
	"2009"	"2009"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	64249	306771529	20.9
	"2009"	"2009"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	14605	306771529	4.8
	"2009"	"2009"	"#Anemias (D50-D64)"	"GR113-045"	4686	306771529	1.5
	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	68705	306771529	22.4
	"2009"	"2009"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	2850	306771529	0.9
	"2009"	"2009"	"Malnutrition (E40-E46)"	"GR113-048"	2680	306771529	0.9
	"2009"	"2009"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	170	306771529	0.1
	"2009"	"2009"	"#Meningitis (G00,G03)"	"GR113-050"	649	306771529	0.2
	"2009"	"2009"	"#Parkinson disease (G20-G21)"	"GR113-051"	20565	306771529	6.7
	"2009"	"2009"	"#Alzheimer disease (G30)"	"GR113-052"	79003	306771529	25.8
	"2009"	"2009"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	780624	306771529	254.5
	"2009"	"2009"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	599413	306771529	195.4
	"2009"	"2009"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	3234	306771529	1.1
	"2009"	"2009"	"Hypertensive heart disease (I11)"	"GR113-056"	33157	306771529	10.8
	"2009"	"2009"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	2871	306771529	0.9
	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	386324	306771529	125.9
	"2009"	"2009"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	125464	306771529	40.9
	"2009"	"2009"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	4001	306771529	1.3
	"2009"	"2009"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	256859	306771529	83.7
	"2009"	"2009"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	57043	306771529	18.6
	"2009"	"2009"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	199816	306771529	65.1
	"2009"	"2009"	"Other heart diseases (I26-I51)"	"GR113-064"	173827	306771529	56.7
	"2009"	"2009"	"Acute and subacute endocarditis (I33)"	"GR113-065"	1167	306771529	0.4
	"2009"	"2009"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	847	306771529	0.3
	"2009"	"2009"	"Heart failure (I50)"	"GR113-067"	56410	306771529	18.4
	"2009"	"2009"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	115403	306771529	37.6
	"2009"	"2009"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	25734	306771529	8.4
	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	128842	306771529	42.0
	"2009"	"2009"	"#Atherosclerosis (I70)"	"GR113-071"	7377	306771529	2.4
	"2009"	"2009"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	19258	306771529	6.3
	"2009"	"2009"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	10597	306771529	3.5
	"2009"	"2009"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	8661	306771529	2.8
	"2009"	"2009"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	4118	306771529	1.3
	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	53692	306771529	17.5
	"2009"	"2009"	"Influenza (J09-J11)"	"GR113-077"	2918	306771529	1.0
	"2009"	"2009"	"Pneumonia (J12-J18)"	"GR113-078"	50774	306771529	16.6
	"2009"	"2009"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	272	306771529	0.1
	"2009"	"2009"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	234	306771529	0.1
	"2009"	"2009"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	38	306771529	0.0
	"2009"	"2009"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	137353	306771529	44.8
	"2009"	"2009"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	639	306771529	0.2
	"2009"	"2009"	"Emphysema (J43)"	"GR113-084"	10878	306771529	3.5
	"2009"	"2009"	"Asthma (J45-J46)"	"GR113-085"	3388	306771529	1.1
	"2009"	"2009"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	122448	306771529	39.9
	"2009"	"2009"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	841	306771529	0.3
	"2009"	"2009"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	15948	306771529	5.2
	"2009"	"2009"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	30530	306771529	10.0
	"2009"	"2009"	"#Peptic ulcer (K25-K28)"	"GR113-090"	2956	306771529	1.0
	"2009"	"2009"	"#Diseases of appendix (K35-K38)"	"GR113-091"	426	306771529	0.1
	"2009"	"2009"	"#Hernia (K40-K46)"	"GR113-092"	1801	306771529	0.6
	"2009"	"2009"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	30558	306771529	10.0
	"2009"	"2009"	"Alcoholic liver disease (K70)"	"GR113-094"	15183	306771529	4.9
	"2009"	"2009"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	15375	306771529	5.0
	"2009"	"2009"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	3300	306771529	1.1
	"2009"	"2009"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	48935	306771529	16.0
	"2009"	"2009"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	159	306771529	0.1
	"2009"	"2009"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	4909	306771529	1.6
	"2009"	"2009"	"Renal failure (N17-N19)"	"GR113-100"	43840	306771529	14.3
	"2009"	"2009"	"Other disorders of kidney (N25,N27)"	"GR113-101"	27	306771529	0.0
	"2009"	"2009"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	604	306771529	0.2
	"2009"	"2009"	"#Hyperplasia of prostate (N40)"	"GR113-103"	446	306771529	0.1
	"2009"	"2009"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	134	306771529	0.0
	"2009"	"2009"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	960	306771529	0.3
	"2009"	"2009"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	34	306771529	0.0
	"2009"	"2009"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	926	306771529	0.3
	"2009"	"2009"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	13116	306771529	4.3
	"2009"	"2009"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	9883	306771529	3.2
	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	39829	306771529	13.0
	"2009"	"2009"	"All other diseases (Residual) "	"GR113-111"	252818	306771529	82.4
	"2009"	"2009"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	118021	306771529	38.5
	"2009"	"2009"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	39031	306771529	12.7
	"2009"	"2009"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	36216	306771529	11.8
	"2009"	"2009"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	1033	306771529	0.3
	"2009"	"2009"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	1782	306771529	0.6
	"2009"	"2009"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	78990	306771529	25.7
	"2009"	"2009"	"Falls (W00-W19)"	"GR113-118"	24792	306771529	8.1
	"2009"	"2009"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	554	306771529	0.2
	"2009"	"2009"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	3517	306771529	1.1
	"2009"	"2009"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	2756	306771529	0.9
	"2009"	"2009"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	31758	306771529	10.4
	"2009"	"2009"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	15613	306771529	5.1
	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	36909	306771529	12.0
	"2009"	"2009"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	18735	306771529	6.1
	"2009"	"2009"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	18174	306771529	5.9
	"2009"	"2009"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	16799	306771529	5.5
	"2009"	"2009"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	11493	306771529	3.7
	"2009"	"2009"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	5306	306771529	1.7
	"2009"	"2009"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	395	306771529	0.1
	"2009"	"2009"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	5005	306771529	1.6
	"2009"	"2009"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	232	306771529	0.1
	"2009"	"2009"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	4773	306771529	1.6
	"2009"	"2009"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	25	306771529	0.0
	"2009"	"2009"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	2616	306771529	0.9
	"2009"	"2009"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	7251	306771529	2.4
	"2010"	"2010"	"#Salmonella infections (A01-A02)"	"GR113-001"	28	308745538	0.0
	"2010"	"2010"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	3	308745538	Unreliable
	"2010"	"2010"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	10276	308745538	3.3
	"2010"	"2010"	"#Tuberculosis (A16-A19)"	"GR113-004"	569	308745538	0.2
	"2010"	"2010"	"Respiratory tuberculosis (A16)"	"GR113-005"	423	308745538	0.1
	"2010"	"2010"	"Other tuberculosis (A17-A19)"	"GR113-006"	146	308745538	0.0
	"2010"	"2010"	"#Whooping cough (A37)"	"GR113-007"	26	308745538	0.0
	"2010"	"2010"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	3	308745538	Unreliable
	"2010"	"2010"	"#Meningococcal infection (A39)"	"GR113-009"	79	308745538	0.0
	"2010"	"2010"	"#Septicemia (A40-A41)"	"GR113-010"	34812	308745538	11.3
	"2010"	"2010"	"#Syphilis (A50-A53)"	"GR113-011"	28	308745538	0.0
	"2010"	"2010"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	9	308745538	Unreliable
	"2010"	"2010"	"#Measles (B05)"	"GR113-014"	2	308745538	Unreliable
	"2010"	"2010"	"#Viral hepatitis (B15-B19)"	"GR113-015"	7564	308745538	2.4
	"2010"	"2010"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	8369	308745538	2.7
	"2010"	"2010"	"#Malaria (B50-B54)"	"GR113-017"	10	308745538	Unreliable
	"2010"	"2010"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	5805	308745538	1.9
	"2010"	"2010"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	574743	308745538	186.2
	"2010"	"2010"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	8474	308745538	2.7
	"2010"	"2010"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	14490	308745538	4.7
	"2010"	"2010"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	11390	308745538	3.7
	"2010"	"2010"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	52622	308745538	17.0
