"Notes"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"Diseases of middle ear and mastoid"	"H65-H74"	74	304093966	0.0
	"2008"	"2008"	"Diseases of inner ear"	"H80-H83"	1	304093966	Unreliable
	"2008"	"2008"	"Other disorders of ear"	"H90-H93"	2	304093966	Unreliable
	"2008"	"2008"	"Acute rheumatic fever"	"I00-I02"	28	304093966	0.0
	"2008"	"2008"	"Chronic rheumatic heart diseases"	"I05-I09"	3113	304093966	1.0
	"2008"	"2008"	"Hypertensive diseases"	"I10-I15"	61005	304093966	20.1
	"2008"	"2008"	"Ischaemic heart diseases"	"I20-I25"	405309	304093966	133.3
	"2008"	"2008"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	12927	304093966	4.3
	"2008"	"2008"	"Other forms of heart disease"	"I30-I51"	160188	304093966	52.7
	"2008"	"2008"	"Cerebrovascular diseases"	"I60-I69"	134148	304093966	44.1
	"2008"	"2008"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	27765	304093966	9.1
	"2008"	"2008"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	3534	304093966	1.2
	"2008"	"2008"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	508	304093966	0.2
	"2008"	"2008"	"Acute upper respiratory infections"	"J00-J06"	198	304093966	0.1
	"2008"	"2008"	"Influenza and pneumonia"	"J09-J18"	56284	304093966	18.5
	"2008"	"2008"	"Other acute lower respiratory infections"	"J20-J22"	284	304093966	0.1
	"2008"	"2008"	"Other diseases of upper respiratory tract"	"J30-J39"	460	304093966	0.2
	"2008"	"2008"	"Chronic lower respiratory diseases"	"J40-J47"	141090	304093966	46.4
	"2008"	"2008"	"Lung diseases due to external agents"	"J60-J70"	17613	304093966	5.8
	"2008"	"2008"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	18033	304093966	5.9
	"2008"	"2008"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	726	304093966	0.2
	"2008"	"2008"	"Other diseases of pleura"	"J90-J94"	1598	304093966	0.5
	"2008"	"2008"	"Other diseases of the respiratory system"	"J96-J98"	8813	304093966	2.9
	"2008"	"2008"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	209	304093966	0.1
	"2008"	"2008"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	5835	304093966	1.9
	"2008"	"2008"	"Diseases of appendix"	"K35-K38"	418	304093966	0.1
	"2008"	"2008"	"Hernia"	"K40-K46"	1674	304093966	0.6
	"2008"	"2008"	"Noninfective enteritis and colitis"	"K50-K52"	3540	304093966	1.2
	"2008"	"2008"	"Other diseases of intestines"	"K55-K63"	21163	304093966	7.0
	"2008"	"2008"	"Diseases of peritoneum"	"K65-K66"	1822	304093966	0.6
	"2008"	"2008"	"Diseases of liver"	"K70-K76"	40146	304093966	13.2
	"2008"	"2008"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	8460	304093966	2.8
	"2008"	"2008"	"Other diseases of the digestive system"	"K90-K92"	7830	304093966	2.6
	"2008"	"2008"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	1868	304093966	0.6
	"2008"	"2008"	"Bullous disorders"	"L10-L13"	124	304093966	0.0
	"2008"	"2008"	"Dermatitis and eczema"	"L20-L30"	19	304093966	Unreliable
	"2008"	"2008"	"Papulosquamous disorders"	"L40-L44"	44	304093966	0.0
	"2008"	"2008"	"Urticaria and erythema"	"L50-L53"	131	304093966	0.0
	"2008"	"2008"	"Radiation-related disorders of the skin and subcutaneous tissue"	"L55-L59"	2	304093966	Unreliable
	"2008"	"2008"	"Disorders of skin appendages"	"L60-L75"	6	304093966	Unreliable
	"2008"	"2008"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	1789	304093966	0.6
	"2008"	"2008"	"Arthropathies"	"M00-M25"	4059	304093966	1.3
	"2008"	"2008"	"Systemic connective tissue disorders"	"M30-M35"	4154	304093966	1.4
	"2008"	"2008"	"Dorsopathies"	"M40-M54"	1233	304093966	0.4
	"2008"	"2008"	"Soft tissue disorders"	"M60-M79"	1400	304093966	0.5
	"2008"	"2008"	"Osteopathies and chondropathies"	"M80-M94"	3019	304093966	1.0
	"2008"	"2008"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	6	304093966	Unreliable
	"2008"	"2008"	"Glomerular diseases"	"N00-N07"	4224	304093966	1.4
	"2008"	"2008"	"Renal tubulo-interstitial diseases"	"N10-N15"	1130	304093966	0.4
	"2008"	"2008"	"Renal failure"	"N17-N19"	43935	304093966	14.4
	"2008"	"2008"	"Urolithiasis"	"N20-N23"	332	304093966	0.1
	"2008"	"2008"	"Other disorders of kidney and ureter"	"N25-N28"	885	304093966	0.3
	"2008"	"2008"	"Other diseases of urinary system"	"N30-N39"	11458	304093966	3.8
	"2008"	"2008"	"Diseases of male genital organs"	"N40-N50"	738	304093966	0.2
	"2008"	"2008"	"Disorders of breast"	"N60-N64"	72	304093966	0.0
	"2008"	"2008"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	136	304093966	0.0
	"2008"	"2008"	"Noninflammatory disorders of female genital tract"	"N80-N98"	220	304093966	0.1
	"2008"	"2008"	"Pregnancy with abortive outcome"	"O00-O07"	34	304093966	0.0
	"2008"	"2008"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	79	304093966	0.0
	"2008"	"2008"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	144	304093966	0.0
	"2008"	"2008"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	30	304093966	0.0
	"2008"	"2008"	"Complications of labour and delivery"	"O60-O75"	62	304093966	0.0
	"2008"	"2008"	"Complications predominantly related to the puerperium"	"O85-O92"	114	304093966	0.0
	"2008"	"2008"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	332	304093966	0.1
	"2008"	"2008"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	3181	304093966	1.0
	"2008"	"2008"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4843	304093966	1.6
	"2008"	"2008"	"Birth trauma"	"P10-P15"	28	304093966	0.0
	"2008"	"2008"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	3149	304093966	1.0
	"2008"	"2008"	"Infections specific to the perinatal period"	"P35-P39"	928	304093966	0.3
	"2008"	"2008"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	652	304093966	0.2
	"2008"	"2008"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	12	304093966	Unreliable
	"2008"	"2008"	"Digestive system disorders of newborn"	"P76-P78"	638	304093966	0.2
	"2008"	"2008"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	178	304093966	0.1
	"2008"	"2008"	"Other disorders originating in the perinatal period"	"P90-P96"	324	304093966	0.1
	"2008"	"2008"	"Congenital malformations of the nervous system"	"Q00-Q07"	1353	304093966	0.4
	"2008"	"2008"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	1	304093966	Unreliable
	"2008"	"2008"	"Congenital malformations of the circulatory system"	"Q20-Q28"	3415	304093966	1.1
	"2008"	"2008"	"Congenital malformations of the respiratory system"	"Q30-Q34"	412	304093966	0.1
	"2008"	"2008"	"Cleft lip and cleft palate"	"Q35-Q37"	1	304093966	Unreliable
	"2008"	"2008"	"Other congenital malformations of the digestive system"	"Q38-Q45"	225	304093966	0.1
	"2008"	"2008"	"Congenital malformations of genital organs"	"Q50-Q56"	10	304093966	Unreliable
	"2008"	"2008"	"Congenital malformations of the urinary system"	"Q60-Q64"	844	304093966	0.3
	"2008"	"2008"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	772	304093966	0.3
	"2008"	"2008"	"Other congenital malformations"	"Q80-Q89"	1156	304093966	0.4
	"2008"	"2008"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	2099	304093966	0.7
	"2008"	"2008"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	2988	304093966	1.0
	"2008"	"2008"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	356	304093966	0.1
	"2008"	"2008"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	12	304093966	Unreliable
	"2008"	"2008"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	34	304093966	0.0
	"2008"	"2008"	"Symptoms and signs involving the urinary system"	"R30-R39"	8	304093966	Unreliable
	"2008"	"2008"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	102	304093966	0.0
	"2008"	"2008"	"Symptoms and signs involving speech and voice"	"R47-R49"	11	304093966	Unreliable
	"2008"	"2008"	"General symptoms and signs"	"R50-R68"	17356	304093966	5.7
	"2008"	"2008"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	37	304093966	0.0
	"2008"	"2008"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	234	304093966	0.1
	"2008"	"2008"	"Ill-defined and unknown causes of mortality"	"R95-R99"	17384	304093966	5.7
	"2008"	"2008"	"Transport accidents"	"V01-V99"	41911	304093966	13.8
	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	78090	304093966	25.7
	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	35969	304093966	11.8
	"2008"	"2008"	"Assault"	"X85-Y09"	17580	304093966	5.8
	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	5003	304093966	1.6
	"2008"	"2008"	"Legal intervention and operations of war"	"Y35-Y36"	386	304093966	0.1
	"2008"	"2008"	"Complications of medical and surgical care"	"Y40-Y84"	2480	304093966	0.8
	"2008"	"2008"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2397	304093966	0.8
	"2009"	"2009"	"Intestinal infectious diseases"	"A00-A09"	10286	306771529	3.4
	"2009"	"2009"	"Tuberculosis"	"A16-A19"	529	306771529	0.2
	"2009"	"2009"	"Certain zoonotic bacterial diseases"	"A20-A28"	36	306771529	0.0
	"2009"	"2009"	"Other bacterial diseases"	"A30-A49"	37503	306771529	12.2
	"2009"	"2009"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	37	306771529	0.0
	"2009"	"2009"	"Other spirochaetal diseases"	"A65-A69"	12	306771529	Unreliable
	"2009"	"2009"	"Other diseases caused by chlamydiae"	"A70-A74"	1	306771529	Unreliable
	"2009"	"2009"	"Rickettsioses"	"A75-A79"	16	306771529	Unreliable
	"2009"	"2009"	"Viral infections of the central nervous system"	"A80-A89"	521	306771529	0.2
	"2009"	"2009"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	38	306771529	0.0
	"2009"	"2009"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	343	306771529	0.1
	"2009"	"2009"	"Viral hepatitis"	"B15-B19"	7694	306771529	2.5
	"2009"	"2009"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	9406	306771529	3.1
	"2009"	"2009"	"Other viral diseases"	"B25-B34"	471	306771529	0.2
	"2009"	"2009"	"Mycoses"	"B35-B49"	1058	306771529	0.3
	"2009"	"2009"	"Protozoal diseases"	"B50-B64"	148	306771529	0.0
	"2009"	"2009"	"Helminthiases"	"B65-B83"	26	306771529	0.0
	"2009"	"2009"	"Pediculosis, acariasis and other infestations"	"B85-B89"	1	306771529	Unreliable
	"2009"	"2009"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	1142	306771529	0.4
	"2009"	"2009"	"Other infectious diseases"	"B99-B99"	290	306771529	0.1
	"2009"	"2009"	"Malignant neoplasms"	"C00-C97"	567628	306771529	185.0
	"2009"	"2009"	"In situ neoplasms"	"D00-D09"	31	306771529	0.0
	"2009"	"2009"	"Benign neoplasms"	"D10-D36"	1317	306771529	0.4
	"2009"	"2009"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	13257	306771529	4.3
	"2009"	"2009"	"Nutritional anaemias"	"D50-D53"	293	306771529	0.1
	"2009"	"2009"	"Haemolytic anaemias"	"D55-D59"	801	306771529	0.3
	"2009"	"2009"	"Aplastic and other anaemias"	"D60-D64"	3592	306771529	1.2
	"2009"	"2009"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	2659	306771529	0.9
	"2009"	"2009"	"Other diseases of blood and blood-forming organs"	"D70-D76"	828	306771529	0.3
	"2009"	"2009"	"Certain disorders involving the immune mechanism"	"D80-D89"	1471	306771529	0.5
	"2009"	"2009"	"Disorders of thyroid gland"	"E00-E07"	1722	306771529	0.6
	"2009"	"2009"	"Diabetes mellitus"	"E10-E14"	68705	306771529	22.4
	"2009"	"2009"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	317	306771529	0.1
	"2009"	"2009"	"Disorders of other endocrine glands"	"E20-E34"	664	306771529	0.2
	"2009"	"2009"	"Malnutrition"	"E40-E46"	2680	306771529	0.9
	"2009"	"2009"	"Other nutritional deficiencies"	"E50-E64"	170	306771529	0.1
	"2009"	"2009"	"Obesity and other hyperalimentation"	"E65-E68"	5429	306771529	1.8
	"2009"	"2009"	"Metabolic disorders"	"E70-E88"	18297	306771529	6.0
	"2009"	"2009"	"Organic, including symptomatic, mental disorders"	"F01-F09"	96126	306771529	31.3
	"2009"	"2009"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	8130	306771529	2.7
	"2009"	"2009"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	366	306771529	0.1
	"2009"	"2009"	"Mood [affective] disorders"	"F30-F39"	627	306771529	0.2
	"2009"	"2009"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	127	306771529	0.0
	"2009"	"2009"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	274	306771529	0.1
	"2009"	"2009"	"Disorders of adult personality and behaviour"	"F60-F69"	4	306771529	Unreliable
	"2009"	"2009"	"Mental retardation"	"F70-F79"	502	306771529	0.2
	"2009"	"2009"	"Disorders of psychological development"	"F80-F89"	57	306771529	0.0
	"2009"	"2009"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	6	306771529	Unreliable
	"2009"	"2009"	"Unspecified mental disorder"	"F99-F99"	23	306771529	0.0
	"2009"	"2009"	"Inflammatory diseases of the central nervous system"	"G00-G09"	1362	306771529	0.4
	"2009"	"2009"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	7687	306771529	2.5
	"2009"	"2009"	"Extrapyramidal and movement disorders"	"G20-G25"	20862	306771529	6.8
	"2009"	"2009"	"Other degenerative diseases of the nervous system"	"G30-G31"	82976	306771529	27.0
	"2009"	"2009"	"Demyelinating diseases of the central nervous system"	"G35-G37"	3868	306771529	1.3
	"2009"	"2009"	"Episodic and paroxysmal disorders"	"G40-G47"	2626	306771529	0.9
	"2009"	"2009"	"Nerve, nerve root and plexus disorders"	"G50-G58"	39	306771529	0.0
	"2009"	"2009"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	676	306771529	0.2
	"2009"	"2009"	"Diseases of myoneural junction and muscle"	"G70-G72"	2178	306771529	0.7
	"2009"	"2009"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	2537	306771529	0.8
	"2009"	"2009"	"Other disorders of the nervous system"	"G90-G98"	9357	306771529	3.1
	"2009"	"2009"	"Disorders of eyelid, lacrimal system and orbit"	"H00-H05"	6	306771529	Unreliable
	"2009"	"2009"	"Disorders of conjunctiva"	"H10-H11"	1	306771529	Unreliable
	"2009"	"2009"	"Disorders of sclera, cornea, iris and ciliary body"	"H15-H21"	1	306771529	Unreliable
	"2009"	"2009"	"Disorders of lens"	"H25-H27"	1	306771529	Unreliable
	"2009"	"2009"	"Disorders of choroid and retina"	"H30-H35"	5	306771529	Unreliable
	"2009"	"2009"	"Glaucoma"	"H40-H40"	4	306771529	Unreliable
	"2009"	"2009"	"Disorders of vitreous body and globe"	"H43-H44"	5	306771529	Unreliable
	"2009"	"2009"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	6	306771529	Unreliable
	"2009"	"2009"	"Visual disturbances and blindness"	"H53-H54"	13	306771529	Unreliable
	"2009"	"2009"	"Other disorders of eye and adnexa"	"H55-H57"	1	306771529	Unreliable
	"2009"	"2009"	"Diseases of external ear"	"H60-H61"	8	306771529	Unreliable
	"2009"	"2009"	"Diseases of middle ear and mastoid"	"H65-H74"	48	306771529	0.0
	"2009"	"2009"	"Diseases of inner ear"	"H80-H83"	1	306771529	Unreliable
	"2009"	"2009"	"Other disorders of ear"	"H90-H93"	2	306771529	Unreliable
	"2009"	"2009"	"Acute rheumatic fever"	"I00-I02"	39	306771529	0.0
	"2009"	"2009"	"Chronic rheumatic heart diseases"	"I05-I09"	3195	306771529	1.0
	"2009"	"2009"	"Hypertensive diseases"	"I10-I15"	61762	306771529	20.1
	"2009"	"2009"	"Ischaemic heart diseases"	"I20-I25"	386324	306771529	125.9
	"2009"	"2009"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	13202	306771529	4.3
	"2009"	"2009"	"Other forms of heart disease"	"I30-I51"	160625	306771529	52.4
	"2009"	"2009"	"Cerebrovascular diseases"	"I60-I69"	128842	306771529	42.0
	"2009"	"2009"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	26635	306771529	8.7
	"2009"	"2009"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	3579	306771529	1.2
	"2009"	"2009"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	539	306771529	0.2
	"2009"	"2009"	"Acute upper respiratory infections"	"J00-J06"	180	306771529	0.1
	"2009"	"2009"	"Influenza and pneumonia"	"J09-J18"	53692	306771529	17.5
	"2009"	"2009"	"Other acute lower respiratory infections"	"J20-J22"	272	306771529	0.1
	"2009"	"2009"	"Other diseases of upper respiratory tract"	"J30-J39"	475	306771529	0.2
	"2009"	"2009"	"Chronic lower respiratory diseases"	"J40-J47"	137353	306771529	44.8
	"2009"	"2009"	"Lung diseases due to external agents"	"J60-J70"	16877	306771529	5.5
	"2009"	"2009"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	18384	306771529	6.0
	"2009"	"2009"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	667	306771529	0.2
	"2009"	"2009"	"Other diseases of pleura"	"J90-J94"	1732	306771529	0.6
	"2009"	"2009"	"Other diseases of the respiratory system"	"J96-J98"	9004	306771529	2.9
	"2009"	"2009"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	299	306771529	0.1
	"2009"	"2009"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	5678	306771529	1.9
	"2009"	"2009"	"Diseases of appendix"	"K35-K38"	426	306771529	0.1
	"2009"	"2009"	"Hernia"	"K40-K46"	1801	306771529	0.6
	"2009"	"2009"	"Noninfective enteritis and colitis"	"K50-K52"	1259	306771529	0.4
	"2009"	"2009"	"Other diseases of intestines"	"K55-K63"	20882	306771529	6.8
	"2009"	"2009"	"Diseases of peritoneum"	"K65-K66"	1813	306771529	0.6
	"2009"	"2009"	"Diseases of liver"	"K70-K76"	41217	306771529	13.4
	"2009"	"2009"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	8434	306771529	2.7
	"2009"	"2009"	"Other diseases of the digestive system"	"K90-K92"	7606	306771529	2.5
	"2009"	"2009"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	1969	306771529	0.6
	"2009"	"2009"	"Bullous disorders"	"L10-L13"	130	306771529	0.0
	"2009"	"2009"	"Dermatitis and eczema"	"L20-L30"	23	306771529	0.0
	"2009"	"2009"	"Papulosquamous disorders"	"L40-L44"	31	306771529	0.0
	"2009"	"2009"	"Urticaria and erythema"	"L50-L53"	154	306771529	0.1
	"2009"	"2009"	"Disorders of skin appendages"	"L60-L75"	11	306771529	Unreliable
	"2009"	"2009"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	1696	306771529	0.6
	"2009"	"2009"	"Arthropathies"	"M00-M25"	3701	306771529	1.2
	"2009"	"2009"	"Systemic connective tissue disorders"	"M30-M35"	4038	306771529	1.3
	"2009"	"2009"	"Dorsopathies"	"M40-M54"	1224	306771529	0.4
	"2009"	"2009"	"Soft tissue disorders"	"M60-M79"	1457	306771529	0.5
	"2009"	"2009"	"Osteopathies and chondropathies"	"M80-M94"	2902	306771529	0.9
	"2009"	"2009"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	7	306771529	Unreliable
	"2009"	"2009"	"Glomerular diseases"	"N00-N07"	5002	306771529	1.6
	"2009"	"2009"	"Renal tubulo-interstitial diseases"	"N10-N15"	1092	306771529	0.4
	"2009"	"2009"	"Renal failure"	"N17-N19"	43840	306771529	14.3
	"2009"	"2009"	"Urolithiasis"	"N20-N23"	348	306771529	0.1
	"2009"	"2009"	"Other disorders of kidney and ureter"	"N25-N28"	993	306771529	0.3
	"2009"	"2009"	"Other diseases of urinary system"	"N30-N39"	11202	306771529	3.7
	"2009"	"2009"	"Diseases of male genital organs"	"N40-N50"	623	306771529	0.2
	"2009"	"2009"	"Disorders of breast"	"N60-N64"	65	306771529	0.0
	"2009"	"2009"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	134	306771529	0.0
	"2009"	"2009"	"Noninflammatory disorders of female genital tract"	"N80-N98"	239	306771529	0.1
	"2009"	"2009"	"Pregnancy with abortive outcome"	"O00-O07"	34	306771529	0.0
	"2009"	"2009"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	67	306771529	0.0
	"2009"	"2009"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	174	306771529	0.1
	"2009"	"2009"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	24	306771529	0.0
	"2009"	"2009"	"Complications of labour and delivery"	"O60-O75"	46	306771529	0.0
	"2009"	"2009"	"Complications predominantly related to the puerperium"	"O85-O92"	112	306771529	0.0
	"2009"	"2009"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	503	306771529	0.2
	"2009"	"2009"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	2988	306771529	1.0
	"2009"	"2009"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4639	306771529	1.5
	"2009"	"2009"	"Birth trauma"	"P10-P15"	21	306771529	0.0
	"2009"	"2009"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	2847	306771529	0.9
	"2009"	"2009"	"Infections specific to the perinatal period"	"P35-P39"	853	306771529	0.3
	"2009"	"2009"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	629	306771529	0.2
	"2009"	"2009"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	11	306771529	Unreliable
	"2009"	"2009"	"Digestive system disorders of newborn"	"P76-P78"	589	306771529	0.2
	"2009"	"2009"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	204	306771529	0.1
	"2009"	"2009"	"Other disorders originating in the perinatal period"	"P90-P96"	335	306771529	0.1
	"2009"	"2009"	"Congenital malformations of the nervous system"	"Q00-Q07"	1357	306771529	0.4
	"2009"	"2009"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	4	306771529	Unreliable
	"2009"	"2009"	"Congenital malformations of the circulatory system"	"Q20-Q28"	3189	306771529	1.0
	"2009"	"2009"	"Congenital malformations of the respiratory system"	"Q30-Q34"	421	306771529	0.1
	"2009"	"2009"	"Cleft lip and cleft palate"	"Q35-Q37"	9	306771529	Unreliable
	"2009"	"2009"	"Other congenital malformations of the digestive system"	"Q38-Q45"	187	306771529	0.1
	"2009"	"2009"	"Congenital malformations of genital organs"	"Q50-Q56"	3	306771529	Unreliable
	"2009"	"2009"	"Congenital malformations of the urinary system"	"Q60-Q64"	853	306771529	0.3
	"2009"	"2009"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	666	306771529	0.2
	"2009"	"2009"	"Other congenital malformations"	"Q80-Q89"	1227	306771529	0.4
	"2009"	"2009"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	1967	306771529	0.6
	"2009"	"2009"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	2915	306771529	1.0
	"2009"	"2009"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	387	306771529	0.1
	"2009"	"2009"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	10	306771529	Unreliable
	"2009"	"2009"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	35	306771529	0.0
	"2009"	"2009"	"Symptoms and signs involving the urinary system"	"R30-R39"	6	306771529	Unreliable
	"2009"	"2009"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	75	306771529	0.0
	"2009"	"2009"	"Symptoms and signs involving speech and voice"	"R47-R49"	9	306771529	Unreliable
	"2009"	"2009"	"General symptoms and signs"	"R50-R68"	18688	306771529	6.1
	"2009"	"2009"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	28	306771529	0.0
	"2009"	"2009"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	245	306771529	0.1
	"2009"	"2009"	"Ill-defined and unknown causes of mortality"	"R95-R99"	17431	306771529	5.7
	"2009"	"2009"	"Transport accidents"	"V01-V99"	38255	306771529	12.5
	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	77984	306771529	25.4
	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	36837	306771529	12.0
	"2009"	"2009"	"Assault"	"X85-Y09"	16550	306771529	5.4
	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	4957	306771529	1.6
	"2009"	"2009"	"Legal intervention and operations of war"	"Y35-Y36"	399	306771529	0.1
	"2009"	"2009"	"Complications of medical and surgical care"	"Y40-Y84"	2509	306771529	0.8
	"2009"	"2009"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2279	306771529	0.7
	"2010"	"2010"	"Intestinal infectious diseases"	"A00-A09"	10307	308745538	3.3
	"2010"	"2010"	"Tuberculosis"	"A16-A19"	569	308745538	0.2
	"2010"	"2010"	"Certain zoonotic bacterial diseases"	"A20-A28"	26	308745538	0.0
	"2010"	"2010"	"Other bacterial diseases"	"A30-A49"	36663	308745538	11.9
	"2010"	"2010"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	32	308745538	0.0
	"2010"	"2010"	"Other spirochaetal diseases"	"A65-A69"	10	308745538	Unreliable
	"2010"	"2010"	"Rickettsioses"	"A75-A79"	13	308745538	Unreliable
	"2010"	"2010"	"Viral infections of the central nervous system"	"A80-A89"	569	308745538	0.2
	"2010"	"2010"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	63	308745538	0.0
	"2010"	"2010"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	378	308745538	0.1
	"2010"	"2010"	"Viral hepatitis"	"B15-B19"	7564	308745538	2.4
	"2010"	"2010"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	8369	308745538	2.7
	"2010"	"2010"	"Other viral diseases"	"B25-B34"	478	308745538	0.2
	"2010"	"2010"	"Mycoses"	"B35-B49"	984	308745538	0.3
	"2010"	"2010"	"Protozoal diseases"	"B50-B64"	154	308745538	0.0
	"2010"	"2010"	"Helminthiases"	"B65-B83"	22	308745538	0.0
	"2010"	"2010"	"Pediculosis, acariasis and other infestations"	"B85-B89"	6	308745538	Unreliable
	"2010"	"2010"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	1065	308745538	0.3
	"2010"	"2010"	"Other infectious diseases"	"B99-B99"	311	308745538	0.1
